ID,HOF_S(kJ/mol),smiles
MNIMET,-253.6,OCCn1c(C)ncc1[N+](=O)[O-]
MNIPZN,-19.2,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2
MNPMAL01,-562.8,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
MNQUON10,-276.4,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
MOCJUK01,-63.7,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MODPOL,220.8,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
MOHZEQ,3.2,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C
MOKLAA,-717.1,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-]
MOLFID,-324.5,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
MOMHAZ,43.2,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1
MONLAE,-258.4,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2
MOPHIK,-55.5,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
MOQNIQ,-448.5,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
MOSLUC,-324.2,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
MOTJOU,-159.1,COc1ccc(cc1)N([N+](=O)[O-])C
MOZLUJ,-333.7,CCCNC(=O)c1ccccc1[N+](=O)[O-]
MTNANL,-12.5,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MTNOAN10,-274.9,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
MUBGUM,-398.8,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-]
MUBKEA,-295.6,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1
MUBROR,-113.8,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2
MUCGUN,-325.1,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
MUDWEO01,-18.9,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1
MUDYOA,-262.1,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
MUFJOO,-259.8,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MUFKUV,-140.3,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-]
MUGNUX01,-536.6,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
MUGSEM,-242.3,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
MUGTAJ,-244.7,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-]
MUJKEH,11,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-]
MUKCAX,-100.4,[O-][N+](=O)c1cccc2c1[nH]nc2O
MULGUW,2.9,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1
MUTSAW,-260.7,OCCN1CCN/C/1=C\[N+](=O)[O-]
MUYLAT,-200.8,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-]
MUZNEC,105.3,[O-][N+](=O)c1n[nH]nc1C
NABMIM,-535.7,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NABMOS,12.9,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-]
NABMUY,-303.5,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C
NACXEU01,389.9,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NAGGOU,295.1,[O-][N+](=O)c1ccc(cc1)n1cnnn1
NANGIT,-243.3,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C
NANILI29,-77.3,Nc1ccc(cc1)[N+](=O)[O-]
NANVED,-334.4,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
NAPHAP,485.5,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1
NAPHUK,-5.4,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-]
NAPJIA,-106.7,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-]
NAPXEK,180.4,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1
NAQSUW,-72.2,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-]
NASXEN,-882.6,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-]
NATHAS,-112.9,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C
NAWPUW,-85.2,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQAD,-205.6,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQEH,-132.3,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAYNUX01,-114.1,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-]
NAYPAF,-115.8,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-]
NBARBA,-612,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O
NBCBRE10,-319.3,N#C[C@@H]1[C@H]2C[C@H]3[C@@H]1C=C[C@H]3[C@@H]2OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
NBFURX,-254.7,O/N=C/1\Oc2c(C1=O)cc(cc2)[N+](=O)[O-]
NBZMAA,37.2,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C
NEDCAA,3.5,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-]
NEDDOP,-556.1,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-]
NEDSEU,-183.4,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NEGKES,-49.6,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C
NEHPOG,-82.9,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
NEMLIA,-241.8,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O
NEQGOH,-245,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC
NEQSIN,95.6,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-]
NEZBIE,-463.7,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-]
NHANTQ,-637.8,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-]
NHMENT,-344.8,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-]
NHPYOX10,-411.9,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-]
NIAMBP,-19.4,Nc1ccc(cc1)c1ccccc1[N+](=O)[O-]
NIBBEI,-831.3,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-]
NIEQIN,-352.1,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C
NIHBOX,-388.3,O=C1/C(=C/2\C=CC(=[N+]([O-])[O-])C=C2)/[N+](=O)[C@](N1C)(C)C(C)C
NIKTEH,71.9,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-]
NIKVAF,-172.1,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1
NILZAM,-506,CCOC(=O)c1noc(c1)CO[N+](=O)[O-]
NIMFOE,-392.4,[O-][N+](=O)c1c[nH]c(=O)[nH]c1=O
NINQEI,-460.6,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-]
NIPCIM,152.3,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-]
NIPFUP,-230.4,[O-][N+](=O)c1ccc(o1)/C=C/C(=O)c1ccccc1[N+](=O)[O-]
NIPHAZ,283.9,N#[N+][N-]c1ccc(cc1)[N+](=O)[O-]
NIPPAG,-218.9,CCN1C(=O)/C(=N\Nc2cccc(c2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
NIPYAZ,173.1,[O-][N+](=O)n1cccn1
NIQTUD,-813.7,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-]
NISGEB,546.8,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1
NITBAL02,-40.8,O/N=C/c1ccc(cc1)[N+](=O)[O-]
NIVPAJ,-260.4,OCc1ccc(c(c1)N)[N+](=O)[O-]
NIWROB03,-186.3,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-]
NIZCAA,-79.3,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NMALAM,-521.8,N/C(=C(/C(=O)N)\[N+](=O)[O-])/O
NMBYAN,10.6,Cc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMBZAX,-28,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1
NMBZYA01,-105.3,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMHXNT,-379.6,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])O)[N+](=O)[O-]
NMZNON01,-421.4,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NNAPAN10,-475.2,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-]
NNAPMP,-220.2,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2
NNTSED10,-97.7,O=[N+]([N+](=O)CC[N+](=O)[O-])CC[N+](=O)[O-]
NOACTD,-320.1,[O-][N+](=O)CC(=O)N
NOEURA,-382.4,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NOFBEP,-548.5,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC
NOFLUP,-259.2,O[C@@H](c1ccccc1)CNc1ccc(cc1)[N+](=O)[O-]
NOGCIX,171.1,C/C(=C\C#Cc1nc(n(c1[N+](=O)[O-])C)C)/c1ccccc1
NOHCAQ,-218,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)[N+](=O)[O-]
NOHTAZ,-44.5,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-]
NOLHIG,-375.8,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C
NOMBEA01,-466.4,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O
NOPHKN,-186.4,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
NOQVUL,-97.2,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-]
NORPUG,-569.3,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
NOSLIQ,-314.4,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-]
NOSNUE,-446.5,[O-][N+](=O)OCCOC(=O)c1cccnc1
NOTRAP,-569,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-]
NPASPG,-729,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPBUDY,362.2,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-]
NPHDZA,-35.5,CC/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
NPHDZB,7.5,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPNFPR,-237.9,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-]
NPYRAM,32.1,[O-][N+](=O)c1cccnc1NCNc1ncccc1[N+](=O)[O-]
NTBYPY,-0.1,[O-][N+](=O)c1cc(ccc1Cc1ccncc1)[N+](=O)[O-]
NTBZAM01,-256.2,NC(=O)c1ccc(cc1)[N+](=O)[O-]
NTPYRO11,25.7,[O-][n+]1ccc(cc1)[N+](=O)[O-]
NUCDEW,-56.3,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N
NUDLIH,-382.2,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC
NUKBOK,-232,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C
NULGEI,-212.1,[O-][N+](=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1
NUMXAV,-98.1,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N
NUNCOO,-258.1,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
NUPJAJ,-326,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC
NUPMES,115.3,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1
NUPYON,-684.5,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
NUQJEP,-36.7,O/N=C/c1cccc(c1)[N+](=O)[O-]
NUQPOF,-616.9,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
NUQRUN,-224.7,O=C(c1ccccc1[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
NUQZIJ01,-133.7,Nc1ccc(cc1N/C=C/1\C(=O)C=Cc2c1cccc2)[N+](=O)[O-]
OBOKIC,-134.8,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)[N+](=O)[O-]
OBUJAY,-121.5,COc1ccccc1/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
OBUWUF,-238.8,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
OBUXOA,-8.5,CCCNc1ccc(cc1[N+](=O)[O-])C#N
OCALEL,-44.2,C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c1ccccn1
OCALOU,-348.2,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-]
OCAYID,-62.7,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C
OCEHEL,46.4,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N
OCEKIS,-4.1,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-]
OCHTET18,101.1,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
OCOMOK,-508.4,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-]
OFAHAH,-123.7,[O-][N+](=O)[C@]12[C@H]3C[C@H]4C[C@@H]2[C@@]([N+](=O)[N+]1=O)([C@@H](C3)C4)[N+](=O)[O-]
OFOMAX,-397.4,O=C(c1ccc(cc1)[N+](=O)[O-])OCCn1ccc2c1cccc2
OGENIY01,-147.3,O=C(c1cccc(c1)[N+](=O)[O-])Nc1cccc2c1nccc2
OGEPUM01,-147.4,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2
OJAREW,-394.7,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)[N+](=O)[O-]
OJARIA,-365.6,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-]
OJIJOG,-66.6,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-]
OJIRIJ,-47,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2
OJOLAC,-400.2,O=NC1(COC(OC1)(C)C)[N+](=O)[O-]
OJUNEM,185.8,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C
OJUNUC,167.7,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)[N+](=O)[O-])C
OLIHIA,-746.1,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-]
OLIHUM,-533.6,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
OLIJEY,-636.5,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-]
OLOHEC,-292.6,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-]
OMITIP,-444.2,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-]
OMIWEM,207.8,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1
OMOBOH,-388.9,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
OMOTEP,-691,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-]
OMOTIT,-665.3,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-]
OMUXEB,-495,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-]
ONABAH,20.6,[O-][N+](=O)c1ccccc1Nc1nnc(o1)c1ccccc1
ONABEL,150.5,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N
ONBZAM,-238.5,[O-][N+](=O)c1ccccc1C(=O)N
ONITAN02,-62.8,[O-][N+](=O)c1ccccc1N
ORAWAG,-488.6,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
OROYUR,-60.4,COc1ccc(c(c1)[N+](=O)[O-])C#N
OSIDEB,-737.7,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2
OTENEI,-238.1,COc1cc(ccc1C(=O)Nc1ccccc1n1cccn1)[N+](=O)[O-]
OTOFIN,-285.4,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
OVUYEL,-152.1,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1
OWUQEE,-151.9,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-]
OWUYOW02,608.7,[O-][N+](=O)N(c1nonc1c1nocn1)CCN(c1nonc1c1nocn1)[N+](=O)[O-]
OXIMOZ,-691.4,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-]
OXINEQ,-48.8,N#Cc1c2CCCCC(c2nc(c1C#N)O)([N+](=O)[O-])[N+](=O)[O-]
OXIRUK,340,[O-][N+](=O)c1nn(cn1)CC#C
OXISEV,171.9,[O-][N+](=O)c1nn(cn1)C=C
OXONOG,1550.2,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-]
OZAZEV,11,COCc1c(C#N)c(NN)nc(c1[N+](=O)[O-])C
PABBOJ,202.6,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PABHAB01,-43.4,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1c(C)nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
PABPIR,-61.1,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C
PABPUD,-54.6,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C
PADQUJ,-539.3,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1
PADZAX,296.2,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2
PAGNUJ,51.2,[O-][N+](=O)c1ncn(c1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PAGPOF,-205.2,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
PAGPUL,357,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAGQAS,377.3,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAHBEG,31.1,[O-][N+](=O)c1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)[N+](=O)[O-]
PAMGIT,350.9,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N
PAMNIA,-282.5,O=C1CCCN1c1cccc(c1)[N+](=O)[O-]
PAMQAW,-192.7,[O-][N+](=O)C1(CCCCCCc2c1cno2)[N+](=O)[O-]
PANJOE,-39,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2
PANJUK,-88.5,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1
PAQZEN,-21,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C
PARPOO,223,[O-][N+](=O)c1ccc(nc1C)/N=N/c1ccccc1
PASJUP,-401.6,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C
PAVDOH,-113.7,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVJAY,-412.1,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
PAVVEN,-571.2,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-]
PAVZET,-236,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVZIX,-51.8,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PAWGUR,-192.2,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C
PAWVIV,-114.7,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAXQUC,130.9,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N
PAXTAL,-95.9,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-]
PAYBAV,-172.4,CCn1c2ncc(c(=O)n2c2c1cccc2)[N+](=O)[O-]
PECQAS,-871,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC
PEDREY,-214.1,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
PELHUL,-176.5,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-]
PEMCAM06,-32.9,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C
PESJIH,54.5,C/C=N/Nc1ccc(cc1)[N+](=O)[O-]
PESNAF,68.8,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2
PESQOW,10.2,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2
PEVQIR,-317.1,[O-][N+](=O)c1ccc(cc1)Oc1ccccc1Oc1ccc(cc1)[N+](=O)[O-]
PEXKEI,-58.2,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2
PEZPIV,40.1,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C
PICFOW,-261.7,C/C(=C/C(=O)C)/Nc1ccc(cc1)[N+](=O)[O-]
PICNEX,329.9,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PICRAC17,-227.3,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O
PICRIC,4.4,O=c1ccc2c(cc1)c(nn2c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
PIGLOI,75.9,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSEF,37.8,[O-][N+](=O)c1nc(cn1c1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PIGSIJ,93.7,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSOP,66.8,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PIGSUV,63.9,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PILGEX,-209.5,COc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PILGID,-7.6,[O-][N+](=O)c1ccc(cc1)c1nc2n(c1NC(C)(C)C)ccnc2
PIMKIF,-467.6,[O-][N+](=O)OC[C@@H]1CC[C@H](CC1)CO[N+](=O)[O-]
PIMKOL,-567.8,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]
PIPWOA,49.6,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-]
PITDAZ,-99.3,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-]
PIWDUU,-325.7,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2
PIWSEU,-317.3,[O-][N+](=O)[C@@H]([C@@H]1NC(=O)c2c1cccc2)C
PIZHAH,-64.4,O=NN1CC(C1)(CC)O[N+](=O)[O-]
PIZNUJ,-243.3,COc1ccc(cc1)[C@@H](c1c[nH]c2c1cccc2)C[N+](=O)[O-]
