ID,DetoQ(J/g),SMILES,,,,,,,,,,DetoQ
POMVAP,1975,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.975
PONQOZ,1776,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC,,,,,,,,,,1.776
POQFIM,3000,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-],,,,,,,,,,3
POQFOS,2575,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])O,,,,,,,,,,2.575
PORFUZ,3615,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-],,,,,,,,,,3.615
POTGUC,5560,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3C([C@@H]1C[C@@H](C2([N+](=O)[O-])[N+](=O)[O-])C3)([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.56
POVKOA,2234,Nc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.234
POWPEX,2123,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N,,,,,,,,,,2.123
POZGER,2613,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1,,,,,,,,,,2.613
POZQOL,4266,O=C[C@@H]1[C@H]([C@@H]1[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,4.266
PUBMUU20,6401,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.401
PUFMEJ,3351,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1,,,,,,,,,,3.351
PUFMOT,2242,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O,,,,,,,,,,2.242
PUGWIY,2580,COc1ccccc1C(=O)N/N=C/c1cc(O)ccc1[N+](=O)[O-],,,,,,,,,,2.58
PUGYIA,1975,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-],,,,,,,,,,1.975
PUHFEE02,2570,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2,,,,,,,,,,2.57
PUJLIR,2475,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.475
PUNDOT,3787,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C,,,,,,,,,,3.787
PUQQIC,3297,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O,,,,,,,,,,3.297
PUQQOI,2115,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.115
PUTCEM,5264,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.264
PUTCOW,4668,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.668
PUTCUC,5644,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-],,,,,,,,,,5.644
PUVSEE,2553,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C,,,,,,,,,,2.553
PUVSOO,5053,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-],,,,,,,,,,5.053
PUWGET,2067,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-],,,,,,,,,,2.067
PUWGIX,1680,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-],,,,,,,,,,1.68
PUXQUW,2087,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)CC,,,,,,,,,,2.087
QABDEE,2532,[O-]/[N+](=C\c1ccc(cc1)[N+](=O)[O-])/CCOCc1ccccc1,,,,,,,,,,2.532
QAHPIZ,2464,OC(=O)/C=C\c1nnc(n1c1ccc(cc1)[N+](=O)[O-])c1ccccn1,,,,,,,,,,2.464
QAJJUI,2561,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.561
QAJWUV,2630,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.63
QAMJOG,1985,CO[C@@H]1[C@@H](O[N+](=O)[O-])c2c(N1C(=O)OC(C)(C)C)cccc2,,,,,,,,,,1.985
QANWAE,2820,Oc1ccc(cc1/C=N/C1CC1)[N+](=O)[O-],,,,,,,,,,2.82
QAQDAN,2153,CCN([C@H]1CN=NN1c1ccc(cc1)[N+](=O)[O-])CC,,,,,,,,,,2.153
QAQPIH,4848,N#CC1=NO[C@](C1(C)C)(C#N)[N+](=O)[O-],,,,,,,,,,4.848
QARHEZ,1973,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C,,,,,,,,,,1.973
QATYES,2039,[O-][N+](=O)c1nnn(c1c1cccc2c1cccc2)Cc1ccccc1,,,,,,,,,,2.039
QATZOD,2557,[O-][N+](=O)c1ccc(cc1)NN1C(=O)c2c(C1=O)cccc2,,,,,,,,,,2.557
QAVCIC,3355,[O-][N+](=O)c1cc(ccc1NN1C(=O)c2c(C1=O)cccc2)[N+](=O)[O-],,,,,,,,,,3.355
QAXJOO,1666,COC(=O)C1=C(C)NC(=O)[C@H]([C@@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)N,,,,,,,,,,1.666
QAZDOK,3601,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1,,,,,,,,,,3.601
QEBRIB,3469,Cc1ccc(cc1)c1noc2n1cc(n2)[N+](=O)[O-],,,,,,,,,,3.469
QEBWUP,2640,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O,,,,,,,,,,2.64
QECKIU,2562,OC1=CC(=O)/C(=C\Nc2cccc(c2)[N+](=O)[O-])/C=C1,,,,,,,,,,2.562
QECQUN,4072,NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N=C(C[C@@]1(C)O)C,,,,,,,,,,4.072
QEGQUR,2537,C[C@]1(C[C@H]1[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1)c1ccccc1,,,,,,,,,,2.537
QELQEG,1715,O=C(c1c2ccccc2nc(c1[N+](=O)[O-])N)NCc1ccccc1,,,,,,,,,,1.715
QEPJAY,1690,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)/C=C/c1ccccc1,,,,,,,,,,1.69
QEPJEC,1723,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1,,,,,,,,,,1.723
QEPJIG01,1934,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C,,,,,,,,,,1.934
QERYUK,2416,[O-][N+](=O)c1ccccc1/C=C/1\Nc2c(C1=O)cccc2,,,,,,,,,,2.416
QERZAR,2126,[O-][N+](=O)c1ccc(cc1)c1cc(=O)c2c([nH]1)cccc2,,,,,,,,,,2.126
QETTEO01,2042,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.042
QEVFEC,2492,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-],,,,,,,,,,2.492
QEXZIF,2203,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.203
QEYGOS,1729,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2,,,,,,,,,,1.729
QEYHAF,1692,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-],,,,,,,,,,1.692
QIFPON,5825,[O-][N+](=O)c1c2N=NN=[n+]2c2c(c1N)[n+](=O)on2,,,,,,,,,,5.825
QIJDAO,3016,[O-][N+](=O)N1CCc2c1cccc2,,,,,,,,,,3.016
QIKDAP,2654,Nc1ccc(c(c1)N)[N+](=O)[O-],,,,,,,,,,2.654
QIKDET,4459,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.459
QIMGIC,2360,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C,,,,,,,,,,2.36
QIMGOI,2128,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N,,,,,,,,,,2.128
QIRPAL,4018,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C,,,,,,,,,,4.018
QIRQOZ,2738,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C,,,,,,,,,,2.738
QIXSAS,4865,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.865
QIYJIR,2387,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.387
QOCNUT,1633,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C,,,,,,,,,,1.633
QOFHEZ,2353,[O-][N+](=O)c1ccc(cc1)N/N=C/C=C/c1ccccc1,,,,,,,,,,2.353
QOFQIL,1032,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.032
QOFQOR,2386,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O,,,,,,,,,,2.386
QOKYAR,1847,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-],,,,,,,,,,1.847
QOLXIY,4938,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC,,,,,,,,,,4.938
QONRUI,4452,[O-][N+](=O)N(CO)C,,,,,,,,,,4.452
QOQWUO,3269,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.269
QOTGEL01,1123,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1,,,,,,,,,,1.123
QOTGOV02,859,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,,,,,,,,,,0.859
QOVLIX,2441,O=C[C@@H]1CC[C@H](N(O1)c1ccccc1)[C@H]([N+](=O)[O-])C,,,,,,,,,,2.441
QOVXUV,2422,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1,,,,,,,,,,2.422
QOYJOD06,4153,[O-][N+](=O)c1n[nH]c(=O)[nH]1,,,,,,,,,,4.153
QQQAIY04,2406,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1,,,,,,,,,,2.406
QQQCOY10,2137,O=C(Nc1ccccc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])C,,,,,,,,,,2.137
QQQFGG01,3629,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+](=O)[O-],,,,,,,,,,3.629
QQQFNG02,4467,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N,,,,,,,,,,4.467
QUCJEE,2602,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C,,,,,,,,,,2.602
QUDROX,3091,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1,,,,,,,,,,3.091
QUFSAN,3249,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.249
QUGLIN,2269,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1,,,,,,,,,,2.269
QUJGIL,2261,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-],,,,,,,,,,2.261
QUNDIO02,3608,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.608
QUNRIC,2857,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,2.857
QUXTIO,1880,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1,,,,,,,,,,1.88
QUYKUR01,1755,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C,,,,,,,,,,1.755
QUYQEH,1905,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-],,,,,,,,,,1.905
QUZBET,2596,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-],,,,,,,,,,2.596
QUZNUV,2188,O=CNCCc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.188
RABPIP,2646,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1,,,,,,,,,,2.646
RAJHIT,1688,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-],,,,,,,,,,1.688
RAJHOZ,1480,Cc1cc(cnc1N[C@H](c1ccccc1)C)[N+](=O)[O-],,,,,,,,,,1.48
RAKMUM,1833,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-],,,,,,,,,,1.833
RAKNAT,1848,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C,,,,,,,,,,1.848
RAMRUS,2928,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2,,,,,,,,,,2.928
RAMSAZ,2731,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2,,,,,,,,,,2.731
RAMVUW,5360,[O-][N+](=O)c1c[nH]nn1,,,,,,,,,,5.36
RAPFIY,3913,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.913
RAPHEY,2100,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-],,,,,,,,,,2.1
RAPLAY,2174,Oc1ccc(c(c1)/C=N/c1cccc2c1cccc2)[N+](=O)[O-],,,,,,,,,,2.174
RAQROR,5745,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3,,,,,,,,,,5.745
RAQRUX,5199,O=[N+]1O[N-]C2=C1[C@H]1CC(=C(C[C@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C)C,,,,,,,,,,5.199
RASZIU,1621,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C,,,,,,,,,,1.621
RAVNEH,1659,CC(=O)N(c1c(C)ccc(c1[N+](=O)[O-])C)C(=O)C,,,,,,,,,,1.659
RAYXUK,2992,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-],,,,,,,,,,2.992
REBHOW,1874,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2,,,,,,,,,,1.874
REBLER,2102,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1,,,,,,,,,,2.102
REBPEU,2211,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-],,,,,,,,,,2.211
REGCUB,2926,Cc1nn2c(c1)[nH]nc2c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.926
REKKAW,1744,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1,,,,,,,,,,1.744
RELQUW,2172,[O-][N+](=O)c1c(nc2n1cccc2C)c1ccccc1,,,,,,,,,,2.172
RENTUZ,2363,CN(c1ncnc(c1[N+](=O)[O-])N(C)C)C,,,,,,,,,,2.363
REVRER,2658,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-],,,,,,,,,,2.658
REVRIV,2606,CCn1ncc2c1cccc2[N+](=O)[O-],,,,,,,,,,2.606
REWDUS,1646,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.646
REYKAH,2296,O=Cc1n(nnc1C(C)(C)C)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.296
REYKEO,6813,CO[N-][N+](=O)C([N+](=O)[N-]OC)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.813
REZFUA,2028,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.028
REZGEL,2041,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,2.041
RIGHUK04,3292,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-],,,,,,,,,,3.292
RIGJIA,6167,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.167
RIJBIY,2492,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2,,,,,,,,,,2.492
RIJMOM,2145,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-],,,,,,,,,,2.145
RIKNOO,4647,[O-][N+](=O)c1cc[nH]n1,,,,,,,,,,4.647
RIKZOD,5305,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.305
RILXOB,2830,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.83
RINWUG,3516,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-],,,,,,,,,,3.516
RINYOC,4066,O=[N+](c1ccccc1)/C=C/1\C=CC(=[O+]1)[N+](=O)[O-],,,,,,,,,,4.066
RIQRIV,1920,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2,,,,,,,,,,1.92
RIRMAH,2719,[O-][N+](=O)c1ccc(c(c1)N)N,,,,,,,,,,2.719
RIYQOG,5015,COc1ccc(c(c1c1c(OC)c(cc(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.015
RIYTID,3288,N#Cc1cc(ccc1C)[N+](=O)[O-],,,,,,,,,,3.288
RIZGUD,4040,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-],,,,,,,,,,4.04
ROFGAV,3378,N#Cc1ccc(c(c1)[N+](=O)[O-])C,,,,,,,,,,3.378
ROFHAV,4162,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.162
ROFNIK,3414,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-],,,,,,,,,,3.414
ROFQIO,4495,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1,,,,,,,,,,4.495
ROGDEX,2523,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-],,,,,,,,,,2.523
ROGVAL,3538,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.538
ROHBAR,2721,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.721
ROKREO,1929,CCN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])CC,,,,,,,,,,1.929
ROKZUM,2375,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.375
ROLBAV,4052,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-],,,,,,,,,,4.052
ROTXUV,2073,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1,,,,,,,,,,2.073
ROWHUI,2263,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.263
RUBXOD,3845,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1,,,,,,,,,,3.845
RUBYAQ,3545,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C,,,,,,,,,,3.545
RUCRIR,2051,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-],,,,,,,,,,2.051
RUGJUZ,5242,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-],,,,,,,,,,5.242
RUJJEM,2287,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-],,,,,,,,,,2.287
RUJSEV,3042,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-],,,,,,,,,,3.042
RUQWEG,2244,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.244
RUSCOZ,2307,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.307
RUSHIW,5272,N#[N+][N-][C@]1(C[C@H]2C[C@@H]1C[C@@]2([N-][N+]#N)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.272
RUTFET,2267,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2,,,,,,,,,,2.267
RUVTAD01,1402,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.402
RUWCIV,3460,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-],,,,,,,,,,3.46
RUXFAT,4162,O=C1C[C@H]([C@H]2O[C@@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.162
SABDAC,3017,COc1ccc(cc1)Oc1ncccc1[N+](=O)[O-],,,,,,,,,,3.017
SABFIM,2191,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.191
SABJEM,1953,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC,,,,,,,,,,1.953
SAFMAQ,4932,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-],,,,,,,,,,4.932
SAFQOH,2552,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.552
SAFYAB,3185,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.185
SAGLOD,2785,CCOC(=O)c1ccccc1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.785
SAGVUT,2267,N#Cc1ccc(c(c1)[N+](=O)[O-])NC(C)C,,,,,,,,,,2.267
SAHBEK,3856,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.856
SAHCOV,2019,COc1c(O)ccc(c1[N+](=O)[O-])/C=N/c1cc(C)cc(c1)C,,,,,,,,,,2.019
SAHLEU,2201,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-],,,,,,,,,,2.201
SAHSID,4174,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-],,,,,,,,,,4.174
SAJYAD,3221,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.221
SALXEJ,4531,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-],,,,,,,,,,4.531
SAMROP,2258,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1,,,,,,,,,,2.258
SANQAA,2529,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2,,,,,,,,,,2.529
SANXOV,1651,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2,,,,,,,,,,1.651
SAPFUN,1707,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-],,,,,,,,,,1.707
SAPGAS,3503,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.503
SAQVAG,2117,C[C@H]1CC=CC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.117
SAQVIS,2033,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C,,,,,,,,,,2.033
SAQYAK,3446,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2,,,,,,,,,,3.446
SAQZAK,6173,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-],,,,,,,,,,6.173
SASMEH,2341,CCN1C(=O)/C(=N\Nc2ccc(cc2O)[N+](=O)[O-])/C(=C(C1=O)C#N)C,,,,,,,,,,2.341
SATRIO,3911,CC(=O)NCN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CNC(=O)C,,,,,,,,,,3.911
SATROU,5117,COC(N([N+](=O)[O-])C)N([N+](=O)[O-])C,,,,,,,,,,5.117
SAWBOH,4833,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.833
SAWBUN,4797,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.797
SAWFUS,2353,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1,,,,,,,,,,2.353
SAWMIO,4152,[O-][N+](=O)c1onc2c1CCCC2=O,,,,,,,,,,4.152
SAWMUA,4355,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O,,,,,,,,,,4.355
SAWNAH,4386,[O-][N+](=O)c1cc(no1)C(=O)OC,,,,,,,,,,4.386
SAWNEL,3517,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1,,,,,,,,,,3.517
SAXBUR,3005,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1,,,,,,,,,,3.005
SAZJIN,2205,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.205
SAZPER,1661,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1,,,,,,,,,,1.661
SEBHIQ,2471,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C,,,,,,,,,,2.471
SECHIT,2749,COC(=O)[C@@H](C(C)C)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.749
SECJER,3958,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.958
SECSOK,1556,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C,,,,,,,,,,1.556
SECVOL,5303,[O-][N+](=O)N1CCCN(C1C1N(CCCN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.303
SECVON,3171,N#C/C(=C\c1cc2OCOc2cc1[N+](=O)[O-])/C(=O)OC,,,,,,,,,,3.171
SEDMIZ,2030,[O-][N+](=O)c1ccc(cc1)/C=N/N(c1ccccc1)c1ccccc1,,,,,,,,,,2.03
SEDTUQ03,5351,NC(=C([N+](=O)[O-])[N+](=O)[O-])N,,,,,,,,,,5.351
